country,id,notam_id,fir,from_utc,to_utc,lat,lon,radius_nm,qcode,raw,polygon
Australia,107686811526759457,J5540/2025,YBBB,2025-12-14T16:00:00Z,,-14.516666666666667,132.38333333333333,5,QFAXX,J5540/25 NOTAMN  Q) YBBB/QFAXX/IV/NBO/A/000/999/1431S13223E005  A) YPTN  B) 2512141600 C) PERM  E) LOCAL TRAFFIC REGULATIONS AMD  CHANGE THE FLW TO READ:  5. MULTI ENG PROPELLER ACFT ARE NOT TO CONDUCT FULL PWR ENG RUNS ON  PAVED HARDSTAND DUE TO CREATION OF FOREIGN OBJECT DEBRIS.  REMOVE THE FLW:  NOTE 2  NOTE 10  AMD EN ROUTE SUPPLEMENT AUSTRALIA (ERSA    CREATED: 02 DEC 2025 02:18  SOURCE: YBBBZEZX,
France,107691169542412023,R3154/2025,LFXX,2026-01-22T00:00:00Z,2027-01-21T23:59:00Z,45.85,-4.533333333333333,190,QRTTT,"R3154/25 NOTAMN  Q) LFXX/QRTTT/IV/BO /W /000/999/4551N00432W190  A) LFRR LFBB B) 2601220000 C) 2701212359  E) TRIGGER NOTAM - AIRAC AIP SUP 207/25 MODIFIED :  MISSILE FIRING IN THE ATLANTIC OCEAN REQUIRING THE CREATION OF 6   TEMPORARY RESTRICTED AREAS (&apos;ZRT&apos;), OF 16 TEMPORARY DANGEROUS AREAS   (&apos;ZDT&apos;) AND FLIGHT PLAN BUFFER ZONE (FBZ) ASSOCIATED.  THESE &apos;ZRT/ZDT&apos; ARE ACTIVATED BY NOTAM AT D-7.  -----------------------------------------------------------------  PAGE 8 : REPLACE LFDB21Z COORDINATES BY :  455421N 0013949W - 455643N 0013942W - 455237N 0011542W -   455136N 0011253W - 454929N 0011048W - 453516N 0010344W -   453127N 0010358W - 452845N 0011022W - 452848N 0014111W -   453113N 0014103W - 453110N 0015559W - 453117N 0015703W -   453136N 0015801W - 453207N 0015848W - 453246N 0015919W -   453330N 0015933W - 453415N 0015928W - 453848N 0015754W -   453930N 0020815W - 454128N 0025012W - 454139N 0025119W -   454203N 0025217W - 454239N 0025301W - 454323N 0025327W -   454410N 0025333W - 454714N 0025311W - 454756N 0025257W -   454833N 0025227W - 455904N 0024055W - 455942N 0023954W -   460001N 0023837W - 460136N 0022359W - 460134N 0022236W -   455421N 0013949W  ------------------------------------------------------------------  THIS AIP SUP IS AVBL AT WWW.SIA.AVIATION-CIVILE.GOUV.FR  F) SFC G) UNL    CREATED: 16 DEC 2025 16:04  SOURCE: EUECYIYN",
USA,faa-tfr-6/2931,FDC 6/2931,ZLC,2026-09-16T14:00:00Z,2026-09-17T06:00:00Z,,,,TFR91.143,"FDC 6/2931 AIRSPACE SPACE OPERATIONS TFR. 31 ZLC AIRSPACE BLACK ROCK, NV, Wednesday, September 16, 2026 through Thursday, September 17, 2026 UTC. NOTAM Number : FDC 6/2931 Download shapefiles Issue Date : September 14, 2026 at 1627 UTC Location : 31 ZLC AIRSPACE BLACK ROCK, Nevada near LOVELOCK VORTAC (LLC) Beginning Date and Time : September 16, 2026 at 1400 UTC Ending Date and Time : September 17, 2026 at 0600 UTC Reason for NOTAM : TO PROVIDE A SAFE ENVIRONMENT FOR ROCKET LAUNCH ACT Type : Space Operations Replaced NOTAM(s) : N/A Pilots May Contact : SALT LAKE (ZLC) ARTCC, 801-320-2560 Jump To: Affected Areas Operating Restrictions and Requirements Other Information Affected Area(s) Top Airspace Definition: Center: On the LOVELOCK VORTAC (LLC) 319 degree radial at 50 nautical miles. (Latitude: 40º52'42""N, Longitude: 119º02'33""W) Radius: 15 nautical miles Altitude: From the surface up to and including FL(300) Effective Date(s): From September 16, 2026 at 1400 UTC To September 17, 2026 at 0600 UTC ENDSECTION1 Operating Restrictions and Requirements Top No pilots may operate an aircraft in the areas covered by this NOTAM (except as described). Other Information: Top ARTCC: ZLC - Salt Lake City Center Point of Contact: , Telephone 415-827-6469 Authority: Title 14 CFR section 91.143",
USA,faa-tfr-6/2736,FDC 6/2736,ZLC,2026-09-20T14:00:00Z,2026-09-21T06:00:00Z,,,,TFR91.143,"FDC 6/2736 AIRSPACE SPACE OPERATIONS TFR. 36 ZLC AIRSPACE BLACK ROCK, NV, Sunday, September 20, 2026 through Monday, September 21, 2026 UTC. NOTAM Number : FDC 6/2736 Download shapefiles Issue Date : September 14, 2026 at 1210 UTC Location : 36 ZLC AIRSPACE BLACK ROCK, Nevada near LOVELOCK VORTAC (LLC) Beginning Date and Time : September 20, 2026 at 1400 UTC Ending Date and Time : September 21, 2026 at 0600 UTC Reason for NOTAM : TO PROVIDE A SAFE ENVIRONMENT FOR ROCKET LAUNCH ACT Type : Space Operations Replaced NOTAM(s) : N/A Pilots May Contact : SALT LAKE (ZLC) ARTCC, 801-320-2560 Jump To: Affected Areas Operating Restrictions and Requirements Other Information Affected Area(s) Top Airspace Definition: Center: On the LOVELOCK VORTAC (LLC) 319 degree radial at 50 nautical miles. (Latitude: 40º52'42""N, Longitude: 119º02'33""W) Radius: 15 nautical miles Altitude: From the surface up to Unlimited Effective Date(s): From September 20, 2026 at 1400 UTC To September 21, 2026 at 0600 UTC ENDSECTION1 Operating Restrictions and Requirements Top No pilots may operate an aircraft in the areas covered by this NOTAM (except as described). Other Information: Top ARTCC: ZLC - Salt Lake City Center Point of Contact: , Telephone 628-301-5127 Authority: Title 14 CFR section 91.143",
USA,faa-tfr-6/2735,FDC 6/2735,ZLC,2026-09-19T14:00:00Z,2026-09-20T06:00:00Z,,,,TFR91.143,"FDC 6/2735 AIRSPACE SPACE OPERATIONS TFR. 35 ZLC AIRSPACE BLACK ROCK, NV, Saturday, September 19, 2026 through Sunday, September 20, 2026 UTC. NOTAM Number : FDC 6/2735 Download shapefiles Issue Date : September 14, 2026 at 1209 UTC Location : 35 ZLC AIRSPACE BLACK ROCK, Nevada near LOVELOCK VORTAC (LLC) Beginning Date and Time : September 19, 2026 at 1400 UTC Ending Date and Time : September 20, 2026 at 0600 UTC Reason for NOTAM : TO PROVIDE A SAFE ENVIRONMENT FOR ROCKET LAUNCH ACT Type : Space Operations Replaced NOTAM(s) : N/A Pilots May Contact : SALT LAKE (ZLC) ARTCC, 801-320-2560 Jump To: Affected Areas Operating Restrictions and Requirements Other Information Affected Area(s) Top Airspace Definition: Center: On the LOVELOCK VORTAC (LLC) 319 degree radial at 50 nautical miles. (Latitude: 40º52'42""N, Longitude: 119º02'33""W) Radius: 15 nautical miles Altitude: From the surface up to Unlimited Effective Date(s): From September 19, 2026 at 1400 UTC To September 20, 2026 at 0600 UTC ENDSECTION1 Operating Restrictions and Requirements Top No pilots may operate an aircraft in the areas covered by this NOTAM (except as described). Other Information: Top ARTCC: ZLC - Salt Lake City Center Point of Contact: , Telephone 628-301-5127 Authority: Title 14 CFR section 91.143",
USA,faa-tfr-6/2477,FDC 6/2477,ZLC,2026-09-17T14:00:00Z,2026-09-18T06:00:00Z,,,,TFR91.143,"FDC 6/2477 AIRSPACE SPACE OPERATIONS TFR. 77 ZLC AIRSPACE BLACK ROCK, NV, Thursday, September 17, 2026 through Friday, September 18, 2026 UTC. NOTAM Number : FDC 6/2477 Download shapefiles Issue Date : September 11, 2026 at 1758 UTC Location : 77 ZLC AIRSPACE BLACK ROCK, Nevada near LOVELOCK VORTAC (LLC) Beginning Date and Time : September 17, 2026 at 1400 UTC Ending Date and Time : September 18, 2026 at 0600 UTC Reason for NOTAM : TO PROVIDE A SAFE ENVIRONMENT FOR ROCKET LAUNCH ACT Type : Space Operations Replaced NOTAM(s) : N/A Pilots May Contact : SALT LAKE (ZLC) ARTCC, 801-320-2560 Jump To: Affected Areas Operating Restrictions and Requirements Other Information Affected Area(s) Top Airspace Definition: Center: On the LOVELOCK VORTAC (LLC) 319 degree radial at 50 nautical miles. (Latitude: 40º52'42""N, Longitude: 119º02'33""W) Radius: 15 nautical miles Altitude: From the surface up to Unlimited Effective Date(s): From September 17, 2026 at 1400 UTC To September 18, 2026 at 0600 UTC ENDSECTION1 Operating Restrictions and Requirements Top No pilots may operate an aircraft in the areas covered by this NOTAM (except as described). Other Information: Top ARTCC: ZLC - Salt Lake City Center Point of Contact: , Telephone 628-301-5127 Authority: Title 14 CFR section 91.143",
USA,faa-tfr-6/2478,FDC 6/2478,ZLC,2026-09-18T14:00:00Z,2026-09-19T06:00:00Z,,,,TFR91.143,"FDC 6/2478 AIRSPACE SPACE OPERATIONS TFR. 78 ZLC AIRSPACE BLACK ROCK, NV, Friday, September 18, 2026 through Saturday, September 19, 2026 UTC. NOTAM Number : FDC 6/2478 Download shapefiles Issue Date : September 11, 2026 at 1758 UTC Location : 78 ZLC AIRSPACE BLACK ROCK, Nevada near LOVELOCK VORTAC (LLC) Beginning Date and Time : September 18, 2026 at 1400 UTC Ending Date and Time : September 19, 2026 at 0600 UTC Reason for NOTAM : TO PROVIDE A SAFE ENVIRONMENT FOR ROCKET LAUNCH ACT Type : Space Operations Replaced NOTAM(s) : N/A Pilots May Contact : SALT LAKE (ZLC) ARTCC, 801-320-2560 Jump To: Affected Areas Operating Restrictions and Requirements Other Information Affected Area(s) Top Airspace Definition: Center: On the LOVELOCK VORTAC (LLC) 319 degree radial at 50 nautical miles. (Latitude: 40º52'42""N, Longitude: 119º02'33""W) Radius: 15 nautical miles Altitude: From the surface up to Unlimited Effective Date(s): From September 18, 2026 at 1400 UTC To September 19, 2026 at 0600 UTC ENDSECTION1 Operating Restrictions and Requirements Top No pilots may operate an aircraft in the areas covered by this NOTAM (except as described). Other Information: Top ARTCC: ZLC - Salt Lake City Center Point of Contact: , Telephone 628-301-5127 Authority: Title 14 CFR section 91.143",
CHINA,joey-ZLHW_I_ZBBBYNYX_A4453_26,A4453/26,ZLHW,2026-09-17T02:31:00Z,2026-09-17T03:12:00Z,39.941667,101.491667,,QRDCA,"A4453/26 NOTAMN  Q)ZLHW/QRDCA/IV/BO/W/000/999/3956N10129E014  A)ZLHW B)2609170231 C)2609170312   E) A TEMPORARY DANGER AREA ESTABLISHED BOUNDED BY:  N395800E1011200-N401000E1013100-N395500E1014700-N394300E1012800,BAC  K TO START.VERTICAL LIMITS:SFC-UNL.  AIRCRAFT ARE FORBIDDEN TO FLY INTO THE AREA.  F)SFC G)UNL    CREATED: 11 SEP 2026 04:26  SOURCE: ZBBBYNYX","[[39.966667,101.2],[40.166667,101.516667],[39.916667,101.783333],[39.716667,101.466667]]"
CHINA,joey-ZHWH_I_ZBBBYNYX_A4454_26,A4454/26,ZHWH,2026-09-17T02:32:00Z,2026-09-17T03:15:00Z,30.119444,110.380555,,QRDCA,"A4454/26 NOTAMN  Q)ZHWH/QRDCA/IV/BO/W/000/999/3000N11024E033  A)ZHWH B)2609170232 C)2609170315   E) A TEMPORARY DANGER AREA ESTABLISHED BOUNDED BY:  N302000E1095400-N303100E1101300-N302100E1102000-N302100E1102400-  N294100E1105400-N292900E1103200,BACK TO START.VERTICAL   LIMITS:SFC-UNL.  AIRCRAFT ARE FORBIDDEN TO FLY INTO THE AREA.  F)SFC G)UNL    CREATED: 11 SEP 2026 04:28  SOURCE: ZBBBYNYX","[[30.333333,109.9],[30.516667,110.216667],[30.35,110.333333],[30.35,110.4],[29.683333,110.9],[29.483333,110.533333]]"
CHINA,joey-ZHWH_I_ZBBBYNYX_A4456_26,A4456/26,ZXXX,2026-09-19T10:43:00Z,2026-09-19T11:06:00Z,33.3625,110.595833,,QRDCA,"A4456/26 NOTAMN  Q)ZXXX/QRDCA/IV/BO/W/000/999/3322N11036E013  A)ZLHW ZHWH B)2609191043 C)2609191106   E) A TEMPORARY DANGER AREA ESTABLISHED BOUNDED BY:  N333400E1103100-N333200E1104400-N331000E1104100-N331100E1102700,   BACK TO START.VERTICAL LIMITS:SFC-UNL.  AIRCRAFT ARE FORBIDDEN TO FLY INTO THE AREA.  F)SFC G)UNL    CREATED: 11 SEP 2026 05:09  SOURCE: ZBBBYNYX","[[33.566667,110.516667],[33.533333,110.733333],[33.166667,110.683333],[33.183333,110.45]]"
